VERSION,LINK,DESC,SOURCE
5.6.x,http://stackoverflow.com/questions/18594224/mysql-5-6-losing-days-of-data,mysql 5 6 losing days of data,stackoverflow.com
unknown,http://lists.mysql.com/mysql/225124,MySQL Lists: mysql: Repair Command takes too much time,mailing_list
unknown,http://lists.mysql.com/win32/9033,"MySQL Lists: win32: New User, see only Red Traffic Light???",mailing_list
unknown,http://lists.mysql.com/mysql/194863,MySQL Lists: mysql: Installation Issue,mailing_list
3.23.49,http://lists.mysql.com/mysql/109065,"MySQL Lists: mysql:  LINK2001, I need help",mailing_list
3.23.41-max,http://lists.mysql.com/mysql/94854,MySQL Lists: mysql: Optimizing mySQL for volume,mailing_list
5.5.x,http://dba.stackexchange.com/questions/52737/squeezing-maximum-out-of-my-server,squeezing maximum out of my server,dba.stackexchange.com
3.23.54a,http://lists.mysql.com/mysql/136185,MySQL Lists: mysql: Re: [ mysql for red hat 7.2 ],mailing_list
4.0.20d,http://lists.mysql.com/win32/15049,MySQL Lists: win32: Problem with 4.0.20d binaries,mailing_list
5.0.x,http://lists.mysql.com/mysql/218343,MySQL Lists: mysql: best config???,mailing_list
5.1,http://stackoverflow.com/questions/13376906/faster-innodb-writes,faster innodb writes,stackoverflow.com
4.1.1-alpha-standard-log,http://lists.mysql.com/mysql/166348,MySQL Lists: mysql: Contention in a parallel app or did MySQL lose its marbles?,mailing_list
4.1.7,http://lists.mysql.com/win32/15977,MySQL Lists: win32: Re: mysqlimport error,mailing_list
unknown,http://lists.mysql.com/win32/10854,MySQL Lists: win32: A clean embedded mysql example for VC++ 6.0 please,mailing_list
4.0.18,http://lists.mysql.com/win32/14596,MySQL Lists: win32: Three MySQL GUIs and DB Tools,mailing_list
unknown,http://stackoverflow.com/questions/16306697/unable-to-display-polish-characters-in-mysql,unable to display polish characters in mysql,stackoverflow.com
5.5.21,http://dba.stackexchange.com/questions/14259/innodb-table-select-returns-error-2006-hy000-mysql-server-has-gone-away-afte,innodb table select returns error 2006 hy000 mysql server has gone away afte,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/99953,MySQL Lists: mysql: Help Regarding datadir configuration,mailing_list
unknown,http://lists.mysql.com/mysql/147881,MySQL Lists: mysql: Re: Running MySQL in RAMDisk,mailing_list
5.1.x,http://stackoverflow.com/questions/13177894/batch-insertions-using-prepared-statements-in-jdbc-with-mysql-are-very-slow,batch insertions using prepared statements in jdbc with mysql are very slow,stackoverflow.com
5.1.35,http://serverfault.com/questions/395258/unknown-table-engine-innodb-error,unknown table engine innodb error,serverfault.com
5.1.x,http://lists.mysql.com/mysql/225573,MySQL Lists: mysql: Re: mysql,mailing_list
5.0.18,http://lists.mysql.com/mysql/197607,MySQL Lists: mysql: Re: Mysql on Production Servers,mailing_list
unknown,http://stackoverflow.com/questions/21291866/remote-mysql-connection-returns-system-error-111-or-pdo-error-2002,remote mysql connection returns system error 111 or pdo error 2002,stackoverflow.com
unknown,http://stackoverflow.com/questions/4135236/order-by-rand-on-a-huge-table-causes-it-to-crash-in-mysql-why,order by rand on a huge table causes it to crash in mysql why,stackoverflow.com
5.5.x,http://stackoverflow.com/questions/20800457/updating-variables-in-my-cnf,updating variables in my cnf,stackoverflow.com
5.6.x,http://stackoverflow.com/questions/21327975/enabling-log-in-mysql-5-6-prevents-server-from-starting,enabling log in mysql 5 6 prevents server from starting,stackoverflow.com
5.1.x,http://serverfault.com/questions/58315/mysql-installation-on-windows-server-2008,mysql installation on windows server 2008,serverfault.com
3.23.x,http://lists.mysql.com/mysql/212647,MySQL Lists: mysql: innodb disabled,mailing_list
4.1.9,http://lists.mysql.com/replication/37,MySQL Lists: replication: Replication issue: I/O thread dies immediately after START SLAVE,mailing_list
unknown,http://lists.mysql.com/mysql/117878,MySQL Lists: mysql: Win XP + InnoDB Install Tutorial,mailing_list
5.5.33,http://dba.stackexchange.com/questions/51075/mysql-high-delay-in-critical-peak-professional-help-request,mysql high delay in critical peak professional help request,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/214797,MySQL Lists: mysql: Trouble with large data in MySql,mailing_list
5.6.x,http://serverfault.com/questions/518864/trouble-starting-mysql-community-server-on-windows-7,trouble starting mysql community server on windows 7,serverfault.com
unknown,http://serverfault.com/questions/550650/i-cant-connect-to-mysql-on-a-remote-server,i cant connect to mysql on a remote server,serverfault.com
5.5.24,http://serverfault.com/questions/403454/ubuntu-12-04-mysql-5-5-24-crashes-everyday,ubuntu 12 04 mysql 5 5 24 crashes everyday,serverfault.com
unknown,http://stackoverflow.com/questions/20959866/mysql-binary-logs-will-not-start,mysql binary logs will not start,stackoverflow.com
4.0.12,http://lists.mysql.com/win32/11115,MySQL Lists: win32: Couldn't access database via network,mailing_list
5.5.x,http://lists.mysql.com/mysql/223905,MySQL Lists: mysql: 5.5 versus 5.1,mailing_list
5.0.77,http://dba.stackexchange.com/questions/12695/how-to-update-mysql-my-cnf-without-getting-error,how to update mysql my cnf without getting error,dba.stackexchange.com
unknown,http://serverfault.com/questions/230295/mysql-cache-question,mysql cache question,serverfault.com
unknown,http://serverfault.com/questions/368263/mysql-slow-query-log-not-tally-with-mysqladmin,mysql slow query log not tally with mysqladmin,serverfault.com
unknown,http://stackoverflow.com/questions/5441972/how-to-see-log-files-in-mysql,how to see log files in mysql,stackoverflow.com
4.0.12,http://lists.mysql.com/mysql/140941,MySQL Lists: mysql: Re: replication  - master and slave on the same computer,mailing_list
5.1.x,http://dba.stackexchange.com/questions/36774/mysql-max-connections-changed-without-notice,mysql max connections changed without notice,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/217219,MySQL Lists: mysql: Optimizing iowait with tmpdir and tmpfs or ramfs?,mailing_list
unknown,http://lists.mysql.com/win32/6446,MySQL Lists: win32: Ynt: Win9x Connection problem,mailing_list
unknown,http://stackoverflow.com/questions/4632567/mysql-with-more-than-600-connections,mysql with more than 600 connections,stackoverflow.com
5.1.66,http://serverfault.com/questions/487495/why-monit-does-not-work-with-my-mysql-configuration-file,why monit does not work with my mysql configuration file,serverfault.com
unknown,http://lists.mysql.com/win32/2549,MySQL Lists: win32: Re: confused about global options,mailing_list
5.1,http://serverfault.com/questions/94287/ubuntu-and-mysql-server-something-isnt-allowing-me-to-connect,ubuntu and mysql server something isnt allowing me to connect,serverfault.com
5.0.x,http://stackoverflow.com/questions/17815604/very-slow-1-second-connections,very slow 1 second connections,stackoverflow.com
4.1.9,http://lists.mysql.com/win32/16411,MySQL Lists: win32: InnoDB crashes after 4.1.8 -> 4.1.9 upgrade,mailing_list
unknown,http://stackoverflow.com/questions/10470037/mysql-start-failed-on-aws-instance,mysql start failed on aws instance,stackoverflow.com
unknown,http://stackoverflow.com/questions/15982145/mariadb-clients-to-use-utf-8-by-default,mariadb clients to use utf 8 by default,stackoverflow.com
2.23.39a,http://lists.mysql.com/mysql/78907,"MySQL Lists: mysql: Unable to install mysql version 3.23.39a (min) on a Win2000P work
	station.",mailing_list
5.0.x,http://serverfault.com/questions/74968/recovering-a-mysql-database-when-the-mysql-server-will-not-start,recovering a mysql database when the mysql server will not start,serverfault.com
5.1.x,http://serverfault.com/questions/67911/help-my-server-is-running-out-of-memory-and-locking-up-requiring-a-hard-reboot,help my server is running out of memory and locking up requiring a hard reboot,serverfault.com
unknown,http://stackoverflow.com/questions/14868253/while-connecting-to-mysql-showing-socket-error,while connecting to mysql showing socket error,stackoverflow.com
3.23.50,http://lists.mysql.com/mysql/112072,MySQL Lists: mysql: Setting up InnoDB,mailing_list
unknown,http://serverfault.com/questions/274415/how-to-adjust-mysql-performance,how to adjust mysql performance,serverfault.com
5.1.73,http://dba.stackexchange.com/questions/58351/mysql-server-wont-start-reason-internal-error,mysql server wont start reason internal error,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/138373,MySQL Lists: mysql: Followup to The InnoDB startup problem,mailing_list
unknown,http://stackoverflow.com/questions/11218580/cant-connect-to-mysql-client-outside-of-localhost,cant connect to mysql client outside of localhost,stackoverflow.com
unknown,http://lists.mysql.com/mysql/183504,MySQL Lists: mysql: can't start mysqld,mailing_list
unknown,http://lists.mysql.com/mysql/213893,MySQL Lists: mysql: MySQL won't start with external bind-adress in my.cnf,mailing_list
5.6.12,http://serverfault.com/questions/520751/installing-mysql5-6-12-in-ubuntu-12-10-error-etc-mysql-conf-d-is-missing,installing mysql5 6 12 in ubuntu 12 10 error etc mysql conf d is missing,serverfault.com
4.0.23,http://lists.mysql.com/mysql/200174,"MySQL Lists: mysql: mysql/syslog - 100,000s of log messages on restart",mailing_list
unknown,http://stackoverflow.com/questions/598635/getting-mysql-to-work-on-centos-5,getting mysql to work on centos 5,stackoverflow.com
5.1.43,http://serverfault.com/questions/109717/permission-problems-of-mysql-under-debian,permission problems of mysql under debian,serverfault.com
unknown,http://dba.stackexchange.com/questions/54919/mysql-service-is-not-starting-on-linux,mysql service is not starting on linux,dba.stackexchange.com
5.1.62,http://serverfault.com/questions/394651/mysql-my-cnf-ignored,mysql my cnf ignored,serverfault.com
unknown,http://serverfault.com/questions/362549/cannot-connect-to-mysql-server-on-rhel-5-7,cannot connect to mysql server on rhel 5 7,serverfault.com
4.1.11-2,http://lists.mysql.com/mysql/187655,MySQL Lists: mysql: BLOB FILES ERRORS,mailing_list
unknown,http://stackoverflow.com/questions/21148291/drupal-too-high-query-time-for-query-in-drupal,drupal too high query time for query in drupal,stackoverflow.com
3.23.29a,http://lists.mysql.com/mysql/68207,"MySQL Lists: mysql: Re: 2 Problems, Shutdown and BDB (data loss)",mailing_list
5.1.x,http://serverfault.com/questions/387928/high-mysql-cpu,high mysql cpu,serverfault.com
5.1.x,http://lists.mysql.com/mysql/215177,MySQL Lists: mysql: RE: Tuning a MySQL desktop database,mailing_list
5.6.x,http://stackoverflow.com/questions/19656911/logging-apparently-not-working-cant-set-configure-replication,logging apparently not working cant set configure replication,stackoverflow.com
unknown,http://dba.stackexchange.com/questions/50941/the-best-mysql-settings-for-32gb-ram-on-a-dedicated-server,the best mysql settings for 32gb ram on a dedicated server,dba.stackexchange.com
unknown,http://stackoverflow.com/questions/11918765/cannot-connect-to-local-mysql-server-in-netbeans,cannot connect to local mysql server in netbeans,stackoverflow.com
5.1.54,http://stackoverflow.com/questions/11985023/mysql-hit-a-max-limit,mysql hit a max limit,stackoverflow.com
unknown,http://serverfault.com/questions/555438/mariadb-mysql-galera-cluster-nodes-wont-join,mariadb mysql galera cluster nodes wont join,serverfault.com
4.0.5,http://lists.mysql.com/mysql/127297,MySQL Lists: mysql: pbm on install 3.23.54,mailing_list
unknown,http://serverfault.com/questions/418556/issue-starting-mysql-daemon,issue starting mysql daemon,serverfault.com
4.0.23a,http://lists.mysql.com/mysql/182235,MySQL Lists: mysql: Re: Strange behavior,mailing_list
4.0.1,http://lists.mysql.com/mysql/100174,MySQL Lists: mysql: Re: Re: Foreign keys in InnoDB tables,mailing_list
unknown,http://lists.mysql.com/mysql/91524,MySQL Lists: mysql: Automatic startup failing,mailing_list
5.5.29,http://dba.stackexchange.com/questions/35051/mysql-improve-performance-for-one-row-insert-into-table-with-unique-constraint,mysql improve performance for one row insert into table with unique constraint,dba.stackexchange.com
3.23.40-nt,http://lists.mysql.com/mysql/82836,MySQL Lists: mysql: Replication problem,mailing_list
unknown,http://lists.mysql.com/mysql/153019,MySQL Lists: mysql: log information in MySQL,mailing_list
unknown,http://stackoverflow.com/questions/8446320/mysql-insert-damn-slow-after-a-few-fast-inserts,mysql insert damn slow after a few fast inserts,stackoverflow.com
5.1.61,http://dba.stackexchange.com/questions/18424/tables-dont-exist-after-mysql-restart,tables dont exist after mysql restart,dba.stackexchange.com
3.32.16,http://lists.mysql.com/mysql/40625,"MySQL Lists: mysql: Re: mysqld - 3.22.32,3.32.16 dying on openbsd 2.7 binary snapshot
 (latest as found on ftp.openbsd.org)",mailing_list
unknown,http://stackoverflow.com/questions/10284532/amazon-ec2-mysql-aborting-start-because-innodb-mmap-x-bytes-failed-errno-12,amazon ec2 mysql aborting start because innodb mmap x bytes failed errno 12,stackoverflow.com
4.1.x,http://lists.mysql.com/mysql/151925,MySQL Lists: mysql: I can't start mysqld,mailing_list
5.0.54,http://lists.mysql.com/mysql/215367,MySQL Lists: mysql: Make Innodb give memory back?,mailing_list
5.1.61,http://serverfault.com/questions/441660/mysqld-service-crashes-on-restart-after-importing-mysqldump-innodb,mysqld service crashes on restart after importing mysqldump innodb,serverfault.com
3.23.x,http://lists.mysql.com/mysql/126555,MySQL Lists: mysql: Slow performance using 3.23 on RH 8.0,mailing_list
unknown,http://stackoverflow.com/questions/4836015/hibernate-jdbcexceptionreporter-connection-validity-timeout-auto-reconnect,hibernate jdbcexceptionreporter connection validity timeout auto reconnect,stackoverflow.com
3.23.36,http://lists.mysql.com/mysql/90346,MySQL Lists: mysql: mysql.sock,mailing_list
5.0.x,http://lists.mysql.com/mysql/220923,MySQL Lists: mysql: Very slow delete for Master / Child tables with millions of rows,mailing_list
4.1.7,http://lists.mysql.com/mysql/201796,MySQL Lists: mysql: 2 versions of mysql on Unix: problem with the socket,mailing_list
5.5.28,http://dba.stackexchange.com/questions/29320/innodb-error-clustered-record-for-sec-rec-not-found-mysql-5-5-28,innodb error clustered record for sec rec not found mysql 5 5 28,dba.stackexchange.com
unknown,http://lists.mysql.com/innodb/18,MySQL Lists: innodb: Innodb Inserts Very Slow,mailing_list
unknown,http://lists.mysql.com/win32/1788,MySQL Lists: win32: multiple databases again,mailing_list
5.5.19,http://dba.stackexchange.com/questions/19388/tuning-question,tuning question,dba.stackexchange.com
5.1.56,http://serverfault.com/questions/254541/running-tar-completely-locks-up-mysql,running tar completely locks up mysql,serverfault.com
unknown,http://lists.mysql.com/mysql/155833,"MySQL Lists: mysql: Have you use emmbedded mysql in C++Builder?i met a problem,i hope you can help m",mailing_list
5.5.x,http://dba.stackexchange.com/questions/5713/mysql-trying-to-update-to-5-5,mysql trying to update to 5 5,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/147216,MySQL Lists: mysql: database per user,mailing_list
5.5.18,http://serverfault.com/questions/408461/mysql-binary-logging,mysql binary logging,serverfault.com
unknown,http://stackoverflow.com/questions/19859435/mysql-using-memory-limit,mysql using memory limit,stackoverflow.com
3.23.51,http://lists.mysql.com/mysql/120937,MySQL Lists: mysql: Runaway mysqld,mailing_list
4.0.20-standard,http://lists.mysql.com/mysql/169473,MySQL Lists: mysql: Tuning MySQL for Large Database,mailing_list
unknown,http://stackoverflow.com/questions/13479156/cannot-change-the-mysql-connection-limit,cannot change the mysql connection limit,stackoverflow.com
unknown,http://stackoverflow.com/questions/13155057/load-local-infile-not-allowed-perl-mysql,load local infile not allowed perl mysql,stackoverflow.com
unknown,http://lists.mysql.com/mysql/92295,MySQL Lists: mysql: F/U @ Re: * reiteration re: (re)starting MySQL,mailing_list
5.5.16,http://dba.stackexchange.com/questions/7580/mysql-server-has-gone-away-using-sqlyog,mysql server has gone away using sqlyog,dba.stackexchange.com
unknown,http://stackoverflow.com/questions/10905226/mysql-my-cnf-performance-tuning-recommendations,mysql my cnf performance tuning recommendations,stackoverflow.com
5.5.29,http://stackoverflow.com/questions/16527611/can-not-connect-to-remote-mysql-db-from-django,can not connect to remote mysql db from django,stackoverflow.com
5.5.35,http://dba.stackexchange.com/questions/60970/how-do-i-tune-mysql-with-results-from-mysqltuner,how do i tune mysql with results from mysqltuner,dba.stackexchange.com
unknown,http://serverfault.com/questions/398431/how-to-make-mysql-server-connectable-from-the-network,how to make mysql server connectable from the network,serverfault.com
5.4.3,http://lists.mysql.com/mysql/221199,MySQL Lists: mysql: InnoDB - 16GB Data,mailing_list
5.6.1,http://stackoverflow.com/questions/16067507/mysql-odbc-update-query-very-slow,mysql odbc update query very slow,stackoverflow.com
4.0.14b,http://lists.mysql.com/win32/12034,MySQL Lists: win32: Receiveing Error 1067,mailing_list
5.5.28,http://serverfault.com/questions/449292/mysql-5-5-percona-assertion-failure-log-what-would-cause-this-updated,mysql 5 5 percona assertion failure log what would cause this updated,serverfault.com
3.23.40-nt,http://lists.mysql.com/win32/7099,MySQL Lists: win32: RE: Host Info: .via named pipe,mailing_list
unknown,http://dba.stackexchange.com/questions/46428/strange-issue-regarding-my-cnf,strange issue regarding my cnf,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/212022,MySQL Lists: mysql: MySQL MASTER/MASTER REPLICATION,mailing_list
4.1.12,http://lists.mysql.com/mysql/184223,MySQL Lists: mysql: How to set trabnsaction isoloation in my.ini file,mailing_list
unknown,http://lists.mysql.com/mysql/110200,MySQL Lists: mysql: Fw: Problem starting server,mailing_list
4.0.17,http://lists.mysql.com/mysql/158609,MySQL Lists: mysql: Can't connect to MySQL server on 'localhost' (10061)- solution pls,mailing_list
unknown,http://lists.mysql.com/mysql/84241,MySQL Lists: mysql: cross-updates with replication,mailing_list
unknown,http://dba.stackexchange.com/questions/57190/unable-to-connect-to-mysql-at-peak-time,unable to connect to mysql at peak time,dba.stackexchange.com
unknown,http://lists.mysql.com/win32/11441,MySQL Lists: win32: cant connect on local host,mailing_list
5.1.42,http://serverfault.com/questions/103533/segmentation-fault-on-login-to-mysql,segmentation fault on login to mysql,serverfault.com
4.0.17,http://lists.mysql.com/mysql/158145,MySQL Lists: mysql: temporary table in 4.0.17 on Windows W2000 and NT4,mailing_list
5.1.52,http://serverfault.com/questions/335201/cpu-utilization-lamp-stack,cpu utilization lamp stack,serverfault.com
3.23.25,http://lists.mysql.com/mysql/52579,MySQL Lists: mysql: MySQL 3.23.25 crashing on Irix 6.5.9m,mailing_list
3.23.35,http://lists.mysql.com/mysql/104349,"MySQL Lists: mysql: Re: Replication Failure (or Bug?): Cannot Connect, but Should?",mailing_list
4.0.15,http://lists.mysql.com/mysql/159556,MySQL Lists: mysql: Installation issue on SuSE 9.0 Pro box,mailing_list
unknown,http://stackoverflow.com/questions/18955867/magento-socket-server-and-mage-php-base-class-mysql-server-has-gone-away,magento socket server and mage php base class mysql server has gone away,stackoverflow.com
unknown,http://lists.mysql.com/mysql/220644,MySQL Lists: mysql: my.cnf settings,mailing_list
unknown,http://lists.mysql.com/cluster/7815,MySQL Lists: cluster: Re: Very Slow Insert Performance,mailing_list
5.5.x,http://serverfault.com/questions/408631/mysql-replication-performance,mysql replication performance,serverfault.com
unknown,http://lists.mysql.com/mysql/114479,MySQL Lists: mysql: Can't open server,mailing_list
unknown,http://lists.mysql.com/win32/14186,MySQL Lists: win32: Problem (MySQL)(ODBCD 3.51 Driver)Cant't connect to MySQL Server on,mailing_list
5.1.48,http://dba.stackexchange.com/questions/53201/mysql-creates-temporary-tables-on-disk-how-do-i-stop-it,mysql creates temporary tables on disk how do i stop it,dba.stackexchange.com
5.6.10,http://dba.stackexchange.com/questions/35717/unable-to-change-engine-to-myisam-in-mysql,unable to change engine to myisam in mysql,dba.stackexchange.com
5.5.x,http://stackoverflow.com/questions/20845898/how-to-make-mysql-use-default-sock-on-aws,how to make mysql use default sock on aws,stackoverflow.com
unknown,http://lists.mysql.com/win32/16921,MySQL Lists: win32: Two instances of mysql server.,mailing_list
3.23.47,http://lists.mysql.com/win32/9160,MySQL Lists: win32: Win NT - service start gives error 1067,mailing_list
5.5.20,http://dba.stackexchange.com/questions/13529/ubuntu-multiple-mysql-instances-and-apparmor,ubuntu multiple mysql instances and apparmor,dba.stackexchange.com
4.1.20,http://lists.mysql.com/mysql/204017,MySQL Lists: mysql: no log generated?,mailing_list
5.5.31,http://serverfault.com/questions/545556/mysql-service-takes-a-lor-of-cpu-780,mysql service takes a lor of cpu 780,serverfault.com
5.5.x,http://dba.stackexchange.com/questions/60888/mysql-runs-out-of-memory-when-importing-innodb-database,mysql runs out of memory when importing innodb database,dba.stackexchange.com
4.0.17,http://lists.mysql.com/mysql/159073,MySQL Lists: mysql: myDomain-relay-bin file?,mailing_list
4.0.12,http://lists.mysql.com/win32/11023,"MySQL Lists: win32: 1067 Error, Redux",mailing_list
unknown,http://lists.mysql.com/win32/8354,MySQL Lists: win32: Re: beginner's probs starting up in win 2000,mailing_list
unknown,http://stackoverflow.com/questions/18569672/automatically-deleted-mysql-database-table-when-restart-server,automatically deleted mysql database table when restart server,stackoverflow.com
unknown,http://lists.mysql.com/mysql/112135,MySQL Lists: mysql: Re: innodb keeps crashing due to out-of-memory errors.,mailing_list
unknown,http://stackoverflow.com/questions/11725281/mysql-daemon-issue,mysql daemon issue,stackoverflow.com
3.23.52,http://lists.mysql.com/win32/9834,MySQL Lists: win32: Performance,mailing_list
3.23.49,http://lists.mysql.com/mysql/117456,MySQL Lists: mysql: Replication and tmp tables,mailing_list
5.1.x,http://serverfault.com/questions/362388/mysql-5-1-vs-mysql-5-5-5-1-twice-as-fast,mysql 5 1 vs mysql 5 5 5 1 twice as fast,serverfault.com
unknown,http://lists.mysql.com/mysql/132858,MySQL Lists: mysql: replicate-rewrite-db,mailing_list
unknown,http://serverfault.com/questions/497672/tuning-mysql-of-1-3-g-db-8gb-ram-high-io-wait,tuning mysql of 1 3 g db 8gb ram high io wait,serverfault.com
3.23.41,http://lists.mysql.com/mysql/109201,MySQL Lists: mysql: how to turn off query logging for mysql on redhat linux,mailing_list
unknown,http://stackoverflow.com/questions/8559965/mysql-always-using-maximum-connection,mysql always using maximum connection,stackoverflow.com
unknown,http://lists.mysql.com/win32/5912,MySQL Lists: win32: FW: History file  on Win32,mailing_list
4.0.12,http://lists.mysql.com/mysql/135154,MySQL Lists: mysql: Signal 11 shortly after upgrading to 4.0.12,mailing_list
4.1.14-standard-log,http://lists.mysql.com/mysql/220192,MySQL Lists: mysql: optimize mysql,mailing_list
unknown,http://lists.mysql.com/mysql/138254,MySQL Lists: mysql: RE: change db-path,mailing_list
unknown,http://lists.mysql.com/mysql/159677,MySQL Lists: mysql: Massive memory utiliazation,mailing_list
3.23.36,http://lists.mysql.com/mysql/84712,MySQL Lists: mysql: mysql CPU too high and sleeping process,mailing_list
unknown,http://lists.mysql.com/mysql/206438,MySQL Lists: mysql: mysql connections - how to stop flooding?,mailing_list
unknown,http://lists.mysql.com/win32/12343,MySQL Lists: win32: Anyone know why selects and updates are slow ??,mailing_list
5.0.16,http://lists.mysql.com/win32/17865,MySQL Lists: win32: I can't start mysql from the windows command line,mailing_list
4.0.14b,http://lists.mysql.com/win32/11849,MySQL Lists: win32: Re: Problems with skip-networking,mailing_list
5.1.x,http://serverfault.com/questions/328196/innodb-log-sequence-in-the-future-crashing-wont-start,innodb log sequence in the future crashing wont start,serverfault.com
unknown,http://stackoverflow.com/questions/17818281/mysql-replication-was-working-now-broken,mysql replication was working now broken,stackoverflow.com
unknown,http://stackoverflow.com/questions/22218738/innodb-performance,innodb performance,stackoverflow.com
3.23.47,http://lists.mysql.com/mysql/121999,MySQL Lists: mysql: MySQL 3.23.47 Replication - Failed Read,mailing_list
3.23.39,http://lists.mysql.com/mysql/78970,MySQL Lists: mysql: Innodb does not work with NT Max 3.23.39,mailing_list
3.23.39a,http://lists.mysql.com/win32/6850,"MySQL Lists: win32: Manuals, innodb & mysqld/mysqld-max failures",mailing_list
5.1.44,http://lists.mysql.com/mysql/221320,MySQL Lists: mysql: MySQL Partition Problem,mailing_list
5.5.x,http://serverfault.com/questions/475719/mysql-configuration-on-my-cnf,mysql configuration on my cnf,serverfault.com
5.1.53,http://stackoverflow.com/questions/4324865/my-cnf-changing-datadir-2days-and-still-no-luck,my cnf changing datadir 2days and still no luck,stackoverflow.com
unknown,http://serverfault.com/questions/406652/how-to-reset-mysqls-replication-settings-completely-without-reinstalling-it,how to reset mysqls replication settings completely without reinstalling it,serverfault.com
unknown,http://lists.mysql.com/win32/1897,MySQL Lists: win32: Moving my database files for effective server backup,mailing_list
5.5.34,http://dba.stackexchange.com/questions/55001/is-this-amount-of-disk-io-expected-with-mysql,is this amount of disk io expected with mysql,dba.stackexchange.com
5.5.x,http://dba.stackexchange.com/questions/17068/frequently-slow-queries-while-in-the-update-state,frequently slow queries while in the update state,dba.stackexchange.com
5.0.95,http://dba.stackexchange.com/questions/48766/mysql-performance-issues,mysql performance issues,dba.stackexchange.com
5.0.x,http://serverfault.com/questions/268107/upgrade-from-mysql-4-to-mysql-5-same-my-cnf-lots-of-random-disconnects,upgrade from mysql 4 to mysql 5 same my cnf lots of random disconnects,serverfault.com
5.6.x,http://dba.stackexchange.com/questions/61116/migrate-from-innodb-file-per-table-to-off-in-mysql,migrate from innodb file per table to off in mysql,dba.stackexchange.com
4.0.18,http://lists.mysql.com/mysql/161394,MySQL Lists: mysql: Re[2]: Performance problem with 4.0.18,mailing_list
unknown,http://lists.mysql.com/win32/12383,MySQL Lists: win32: Re: cannot connect,mailing_list
3.23 and 4.18a,http://lists.mysql.com/mysql/178270,MySQL Lists: mysql: Re: Trouble w/ mysqldump (images attached),mailing_list
4.0.23,http://lists.mysql.com/mysql/178336,MySQL Lists: mysql: Tuning MySQL,mailing_list
3.23.55,http://lists.mysql.com/mysql/131145,MySQL Lists: mysql: Changing the server that is started by entry in Services in Windows XP?,mailing_list
5.1.69,http://serverfault.com/questions/541443/problems-with-my-cnf-and-php-ini-using-mysql-tuner,problems with my cnf and php ini using mysql tuner,serverfault.com
5.1.x,http://stackoverflow.com/questions/3603971/coldfusion-problem-with-mysql-binary-logging,coldfusion problem with mysql binary logging,stackoverflow.com
unknown,http://serverfault.com/questions/287827/mysql-taking-too-much-memories-how-to-solve,mysql taking too much memories how to solve,serverfault.com
3.23.26,http://lists.mysql.com/mysql/59879,MySQL Lists: mysql: STRANGE: every second connect hangs,mailing_list
4.0.14b,http://lists.mysql.com/win32/11918,MySQL Lists: win32: Re: Help! The dreaded Access denied error,mailing_list
5.1.x,http://dba.stackexchange.com/questions/16033/time-executing-inserts-slow-ssh,time executing inserts slow ssh,dba.stackexchange.com
unknown,http://serverfault.com/questions/300926/access-denied-using-password-no-from-remote-site-login-attempt-via-hostname-w,access denied using password no from remote site login attempt via hostname w,serverfault.com
5.0.77,http://lists.mysql.com/mysql/217305,"MySQL Lists: mysql: Re: 1135: Can't create a new thread (errno 35); if you are not out of 
	available memory, you can consult the manual for a possible OS-dependent bug",mailing_list
5.6.11,http://dba.stackexchange.com/questions/55100/xtrabackup-fails-with-my-cnf-percona-configuration,xtrabackup fails with my cnf percona configuration,dba.stackexchange.com
5.1.x,http://serverfault.com/questions/421968/mysql-too-many-connections-during-normal-conditions-percona-innodb,mysql too many connections during normal conditions percona innodb,serverfault.com
3.23.46a,http://lists.mysql.com/mysql/95454,MySQL Lists: mysql: help with innodb my.ini config,mailing_list
3.23.x,http://lists.mysql.com/win32/10397,MySQL Lists: win32: Re: Starting MySQL on non-standard port,mailing_list
5.1.67,http://dba.stackexchange.com/questions/37644/mysql-becomes-unresponsive-because-user-reached-its-os-quota,mysql becomes unresponsive because user reached its os quota,dba.stackexchange.com
5.0.51,http://stackoverflow.com/questions/6244044/how-can-i-avoid-repair-with-keycache-in-mysql,how can i avoid repair with keycache in mysql,stackoverflow.com
5.5.25,http://dba.stackexchange.com/questions/25165/intermittent-mysql-crashes-with-error-fatal-error-cannot-allocate-memory-for-t,intermittent mysql crashes with error fatal error cannot allocate memory for t,dba.stackexchange.com
unknown,http://stackoverflow.com/questions/19447907/2006-mysql-server-has-gone-away-when-restoring-mysql-dump,2006 mysql server has gone away when restoring mysql dump,stackoverflow.com
3.23.58,http://lists.mysql.com/win32/16463,MySQL Lists: win32: mysql-nt config issues,mailing_list
3.23.57,http://lists.mysql.com/win32/12062,MySQL Lists: win32: STRANGE - mySQL forgets working directory!,mailing_list
3.23.51-nt,http://lists.mysql.com/mysql/116121,MySQL Lists: mysql: various questions about my.ini /or my.cnf,mailing_list
